uuid, AuthorYear,Include,BiasRating,N,StatType,StatTypeDetails,ModelDescription,StatGrouping,,Stat,CILow,CIHigh,SE,T-Ratio,Wald,PValue,Statistic from Largest Model,Table,ModelNumber,Finding In Abstract?,PreventativeOrRecovery,OutcomeType,OutcomeSubType,OutcomeScale,OutcomeScaleDetails,OutcomeDetails,Outcome Directionality,ToInvert,OutcomeNotes,Outcome Measured at Baseline?,ExposureCategory,Exposure,Exposure - Additional Notes,Exposure Measured at Baseline,Summary (SI),Notes,CountryPopulation,Design (F/U Period),Description of Quality/Bias,Reference
3b747b7e-5db7-47d5-91a4-3e015496633f,Pawlikowski et al. 2019,no,Serious,"6,468",AOR,AOR(weekly),,,,0.572,0.441,0.742,,,,<0.05,yes,3,Weekly,,,Substance Use,Smoking,Dichotomous,Use (Active),Smoking tobacco products (dichotomous),,,Smoking tobacco products every day,,RSA,Religious Service Attendance,Religious attendance (frequency scale) Smoking tobacco products (dichotomous); High alcohol consumption ,,"Religious service attendance is associated, compared with never attendance, with reduced risk of smoking [AOR(weekly)=0.572 (95% CI: 0.441, 0.742)] ",compared to never,Poland Individuals 16+ from Social Diagnosis Panel Study,Prospective cohort study (6 years),"No control for baseline outcomes but did control for robust set of potential confounders (social/cultural activity, satisfaction with free time, health conditions/functional limits along with demographics and income).","Pawlikowski, J.; Białowolski, P.; Węziak-Białowolska, D.; VanderWeele, T. J.Religious service attendance, health behaviors and well-being-an outcome-wide longitudinal analysis. Eur J Public Health Dec 1 2019;29(6):1177-1183."
bf809756-8186-4841-8901-af9660c3f7dd,Pawlikowski et al. 2019,yes,Serious,"6,468",AOR,AOR(>weekly),,OR,,0.444,0.306,0.644,,,,<0.05,yes,3,Very Often,yes,preventative,Substance Use,Smoking,Dichotomous,Use (Active),Smoking tobacco products (dichotomous),,,Smoking tobacco products every day,,RSA,Religious Service Attendance,Religious attendance (frequency scale) Smoking tobacco products (dichotomous); High alcohol consumption ,,"Religious service attendance is associated, compared with never attendance, with reduced risk of smoking [AOR(>weekly)=0.444 (95% CI: 0.306, 0.644)]",compared to never,Poland Individuals 16+ from Social Diagnosis Panel Study,Prospective cohort study (6 years),"No control for baseline outcomes but did control for robust set of potential confounders (social/cultural activity, satisfaction with free time, health conditions/functional limits along with demographics and income).","Pawlikowski, J.; Białowolski, P.; Węziak-Białowolska, D.; VanderWeele, T. J.Religious service attendance, health behaviors and well-being-an outcome-wide longitudinal analysis. Eur J Public Health Dec 1 2019;29(6):1177-1183."
005331dd-b8d5-43e2-b4ba-a0865af908a7,Pawlikowski et al. 2019,no,Serious,"6,488",AOR,AOR(1-3x/mo),,,,0.82,0.593,1.139,,,,>0.05,yes,3,Sometimes,,,Substance Use,Alcohol,Dichotomous,Use (Active),High alcohol consumption (dichotomous),,,Drinking too much alcohol in the last year,,RSA,Religious Service Attendance,,,,,Poland Individuals 16+ from Social Diagnosis Panel Study,Prospective cohort study (6 years),"No control for baseline outcomes but did control for robust set of potential confounders (social/cultural activity, satisfaction with free time, health conditions/functional limits along with demographics and income).","Pawlikowski, J.; Białowolski, P.; Węziak-Białowolska, D.; VanderWeele, T. J.Religious service attendance, health behaviors and well-being-an outcome-wide longitudinal analysis. Eur J Public Health Dec 1 2019;29(6):1177-1183."
5e65c27a-42e1-47e8-b73c-0eeec6b9ab37,Pawlikowski et al. 2019,no,Serious,"6,488",AOR,AOR(weekly),,,,0.500,0.334,0.748,,,,<0.05,yes,3,Weekly,,,Substance Use,Alcohol,Dichotomous,Use (Active),High alcohol consumption (dichotomous),,,Drinking too much alcohol in the last year,,RSA,Religious Service Attendance,Religious attendance (frequency scale) Smoking tobacco products (dichotomous); High alcohol consumption ,,"Weekly religious service attendance was also associated with less alcohol use for [AOR (weekly)=0.50 (95% CI: 0.334, 0.748); other categories not significant]. ",,Poland Individuals 16+ from Social Diagnosis Panel Study,Prospective cohort study (6 years),"No control for baseline outcomes but did control for robust set of potential confounders (social/cultural activity, satisfaction with free time, health conditions/functional limits along with demographics and income).","Pawlikowski, J.; Białowolski, P.; Węziak-Białowolska, D.; VanderWeele, T. J.Religious service attendance, health behaviors and well-being-an outcome-wide longitudinal analysis. Eur J Public Health Dec 1 2019;29(6):1177-1183."
20c0e09a-14b6-45e9-8d4a-f81ae13e41fc,Pawlikowski et al. 2019,yes,Serious,"6,488",AOR,AOR(>weekly),,OR,,0.66,0.372,1.186,,,,>0.05,yes,3,Very Often,yes,preventative,Substance Use,Alcohol,Dichotomous,Use (Active),High alcohol consumption (dichotomous),,,Drinking too much alcohol in the last year,,RSA,Religious Service Attendance,,,,,Poland Individuals 16+ from Social Diagnosis Panel Study,Prospective cohort study (6 years),"No control for baseline outcomes but did control for robust set of potential confounders (social/cultural activity, satisfaction with free time, health conditions/functional limits along with demographics and income).","Pawlikowski, J.; Białowolski, P.; Węziak-Białowolska, D.; VanderWeele, T. J.Religious service attendance, health behaviors and well-being-an outcome-wide longitudinal analysis. Eur J Public Health Dec 1 2019;29(6):1177-1183."
ea6d3b8d-d43b-458e-b60c-89aaca356794,Pawlikowski et al. 2019,no - sports outcome,Serious,"6,396",OR,OR(>weekly),,,,1.318,1.003,1.732,,,,<0.05,yes,,,,,Activities,Sport Participation,,,Participation in sports (dichotomous),,,,,RSA,Religious Service Attendance,Religious attendance (frequency scale) Smoking tobacco products (dichotomous); High alcohol consumption ,,"More than weekly religious service attendance was associated with greater probability of practicing sports [OR (>weekly)=1.318 (95% CI: 1.003, 1.732); other categories not significant]. These findings were robust and unlikely to be explained away by unmeasured confounding.",,Poland Individuals 16+ from Social Diagnosis Panel Study,Prospective cohort study (6 years),"No control for baseline outcomes but did control for robust set of potential confounders (social/cultural activity, satisfaction with free time, health conditions/functional limits along with demographics and income).","Pawlikowski, J.; Białowolski, P.; Węziak-Białowolska, D.; VanderWeele, T. J.Religious service attendance, health behaviors and well-being-an outcome-wide longitudinal analysis. Eur J Public Health Dec 1 2019;29(6):1177-1183."
96eaa2fd-6ed6-48ca-9fe0-2f46ccebf388,Tonigan et al. 2012,yes,Serious,"1,511",F,"F = 3.95, 2/1,511 df, p < .02",,,,,,,,,,<0.05,no ?,pg 539,,yes?,recovery?,Substance Use,Alcohol,Frequency,Abstain (Frequency),,,,proportion of days abstinent during the 12 months,,R/S,God Belief,,,"Individuals who identified themselves as religious/spiritual did not have alcohol drinking patterns (percent days abstinent or drinks per day) in followup that were statistically different from individuals who identified themselves as agnostic/atheist. However, atheist and agnostic clients attended AA significantly less often throughout follow-up relative to clients self- labeled as spiritual and religious [Chi square(god belief categories vs AA participation categories) =45.58, 16 df, p<0.001].",,US Adults participating in alcohol addiction therapy program,Prospective cohort study (2 years),ontrolled for baseline outcomes but no other controls for key variables; utilized an RCT sample population that was testing new components of treatment programs.,"Tonigan, J. S.; Miller, W. R.; Schermer, C.Atheists, agnostics and Alcoholics Anonymous. J Stud Alcohol Sep 2002;63(5):534-541."
3088d715-d564-4251-a788-b9f2a18ba7c8,Tonigan et al. 2012,yes,,"1,510",F,"F = 2.61, 2/1,510 df, p < .07",,,,,,,,,,>0.05,no ?,pg 539,,yes?,recovery?,Substance Use,Alcohol,Frequency,Use (Frequency),,,,drinks per drinking day,,R/S,God Belief,,,,,US Adults participating in alcohol addiction therapy program,Prospective cohort study (2 years),ontrolled for baseline outcomes but no other controls for key variables; utilized an RCT sample population that was testing new components of treatment programs.,"Tonigan, J. S.; Miller, W. R.; Schermer, C.Atheists, agnostics and Alcoholics Anonymous. J Stud Alcohol Sep 2002;63(5):534-541."
a064fe28-4240-460b-8176-2a271ef44bda,Tran et al. 2015,no,Serious,"6,597",AOR,AOR(<1/mo),,,,0.480,0.4,0.58,,,,<0.001,,4,Abstaining,,,Substance Use,Alcohol,Dichotomous,Use (Abstain),Alcohol consumption (categorized based on frequency and amount),,,ref is weekly/monthly; Alcohol consumption (categorized based on frequency and amount),,RSA,Religious Service Attendance,Church attendance (frequency scale),yes,"Little (<1/month) or no church attendance is an independent predictor of being less likely to be in the abstaining from alcohol group [AOR(<1/mo) =0.48 (95% CI: 0.40, 0.58), p<0.001;",ref is weekly/monthly,Australia Adult women at first prenatal visit from Mater-University of Queensland Study of Pregnancy (MUSP),Prospective cohort study (6 months),"Controlled for baseline outcomes and multiple other potential confounders (income, marital/family status, health- related lifestyle, maternal anxiety and adversity); data from 1980s, might not be representative of current societal substance use patterns.","Tran, N. T.; Najman, J. M.; Hayatbakhsh, R.Predictors of maternal drinking trajectories before and after pregnancy: evidence from a longitudinal study. Aust N Z J Obstet Gynaecol Apr 2015;55(2):123-130."
26df27a8-605a-4030-885e-e506ef344e55,Tran et al. 2015,yes,Serious,"6,597",AOR,AOR(no attendance),,OR,,0.450,0.38,0.53,,,,<0.001,,4,Abstaining,yes,preventative?,Substance Use,Alcohol,Dichotomous,Use (Abstain),Alcohol consumption (categorized based on frequency and amount),,,ref is weekly/monthly; Alcohol consumption (categorized based on frequency and amount),,RSA,Religious Service Attendance,Church attendance (frequency scale),yes,"Little (<1/month) or no church attendance is an independent predictor of being less likely to be in the abstaining from alcohol group AOR(no attendance)=0.45 (95% CI: 0.38, 0.53), p<0.001]",ref is weekly/monthly,Australia Adult women at first prenatal visit from Mater-University of Queensland Study of Pregnancy (MUSP),Prospective cohort study (6 months),"Controlled for baseline outcomes and multiple other potential confounders (income, marital/family status, health- related lifestyle, maternal anxiety and adversity); data from 1980s, might not be representative of current societal substance use patterns.","Tran, N. T.; Najman, J. M.; Hayatbakhsh, R.Predictors of maternal drinking trajectories before and after pregnancy: evidence from a longitudinal study. Aust N Z J Obstet Gynaecol Apr 2015;55(2):123-130."
a304c271-ba84-4ea9-96d2-c4caea9c327a,Tran et al. 2015,no,Serious,"6,597",AOR,AOR(<1/mo),,,,1.240,0.79,1.93,,,,>0.05,,4,Heavy consumption,,,Substance Use,Alcohol,Dichotomous,Use (Active),Alcohol consumption (categorized based on frequency and amount),need to invert,,ref is weekly/monthly; Alcohol consumption (categorized based on frequency and amount),,RSA,Religious Service Attendance,Church attendance (frequency scale),yes,,ref is weekly/monthly,Australia Adult women at first prenatal visit from Mater-University of Queensland Study of Pregnancy (MUSP),Prospective cohort study (6 months),"Controlled for baseline outcomes and multiple other potential confounders (income, marital/family status, health- related lifestyle, maternal anxiety and adversity); data from 1980s, might not be representative of current societal substance use patterns.","Tran, N. T.; Najman, J. M.; Hayatbakhsh, R.Predictors of maternal drinking trajectories before and after pregnancy: evidence from a longitudinal study. Aust N Z J Obstet Gynaecol Apr 2015;55(2):123-130."
9eb6e00f-0973-49ce-bfeb-fea5fd18902c,Tran et al. 2015,yes,Serious,"6,597",AOR,AOR(no attendance),,OR,,1.610,1.09,2.04,,,,<0.05,,4,Heavy consumption,yes,preventative?,Substance Use,Alcohol,Dichotomous,Use (Active),Alcohol consumption (categorized based on frequency and amount),need to invert,TRUE,ref is weekly/monthly; Alcohol consumption (categorized based on frequency and amount),,RSA,Religious Service Attendance,Church attendance (frequency scale),yes,"Little (<1/month) or no church attendance is an independent predictor of being more likely to be in the heavy consumption group [AOR=1.61 (95% CI: 1.09, 2.04), p<0.05].",ref is weekly/monthly,Australia Adult women at first prenatal visit from Mater-University of Queensland Study of Pregnancy (MUSP),Prospective cohort study (6 months),"Controlled for baseline outcomes and multiple other potential confounders (income, marital/family status, health- related lifestyle, maternal anxiety and adversity); data from 1980s, might not be representative of current societal substance use patterns.","Tran, N. T.; Najman, J. M.; Hayatbakhsh, R.Predictors of maternal drinking trajectories before and after pregnancy: evidence from a longitudinal study. Aust N Z J Obstet Gynaecol Apr 2015;55(2):123-130."
5c844d7e-3e7d-4b3a-99a0-6f2c1ef760fd,vandenBree et al. 2005,no,Serious,"13,718",OR,,,,,0.70,,,,,,<0.03,,3,,,,Substance Use,Marijuana,,Use (Started/Used),Marijuana use initiation (categorical changes in use over time),,,girls - Initiation of Experimental Use,,R/S ?,Religiousness,"Religiosity (composite of attendance, importance, prayer, and belief)",,"wave 1? - Higher religiosity predicted less initiation of experimental marijuana a year later by girls [OR=0.70, p<0.03]",,US Adolescents 11-21 from Add Health,Prospective cohort study (1 year),"Analysis focused on changes from baseline/trajectories of use; controlled for demographics, parents education/employment); no details on how religious/spiritual variable was assessed; varying religious/spiritual language throughout the paper.","van den Bree, M. B.; Pickworth, W. B.Risk factors predicting changes in marijuana involvement in teenagers. Arch Gen Psychiatry Mar 2005;62 (3):311-319."
ffc9c93f-9f3b-4866-8f09-a23ae6901fb5,vandenBree et al. 2005,no,Serious,"13,718",OR,,,,,0.83,,,,,,<0.03,,3,,,,Substance Use,Marijuana,,Use (Started/Used),Marijuana use initiation (categorical changes in use over time),,,boys - Initiation of Experimental Use,,R/S ?,Religiousness,"Religiosity (composite of attendance, importance, prayer, and belief)",,"wave 1? - Higher religiosity predicted less initiation of experimental marijuana a year later by boys [OR=0.83, p<0.03",,US Adolescents 11-21 from Add Health,Prospective cohort study (1 year),"Analysis focused on changes from baseline/trajectories of use; controlled for demographics, parents education/employment); no details on how religious/spiritual variable was assessed; varying religious/spiritual language throughout the paper.","van den Bree, M. B.; Pickworth, W. B.Risk factors predicting changes in marijuana involvement in teenagers. Arch Gen Psychiatry Mar 2005;62 (3):311-319."
45377fde-02ee-4b46-95b5-b77d1a624cfb,vandenBree et al. 2005,no,Serious,"13,718",OR,,,,,0.73,,,,,,<0.03,,3,,,,Substance Use,Marijuana,,Use (Started/Used),Marijuana use initiation (categorical changes in use over time),,,girls - Initiation of Regular Use,,R/S ?,Religiousness,"Religiosity (composite of attendance, importance, prayer, and belief)",,"wave 1? - Higher religiosity predicted less initiation of regular use by girls [OR=0.73, p<0.03]. ",,US Adolescents 11-21 from Add Health,Prospective cohort study (1 year),"Analysis focused on changes from baseline/trajectories of use; controlled for demographics, parents education/employment); no details on how religious/spiritual variable was assessed; varying religious/spiritual language throughout the paper.","van den Bree, M. B.; Pickworth, W. B.Risk factors predicting changes in marijuana involvement in teenagers. Arch Gen Psychiatry Mar 2005;62 (3):311-319."
f62e4fce-8378-489e-b364-c094b2892db6,vandenBree et al. 2005,no,Serious,"13,718",OR,,,,,0.76,,,,,,<0.03,,3,,,,Substance Use,Marijuana,,Use (Started/Used),Marijuana use initiation (categorical changes in use over time),,,boys - Initiation of Regular Use,,R/S ?,Religiousness,"Religiosity (composite of attendance, importance, prayer, and belief)",,"wave 1? - Higher religiosity predicted less initiation of regular use by boys [OR=0.76, p<0.03].",,US Adolescents 11-21 from Add Health,Prospective cohort study (1 year),"Analysis focused on changes from baseline/trajectories of use; controlled for demographics, parents education/employment); no details on how religious/spiritual variable was assessed; varying religious/spiritual language throughout the paper.","van den Bree, M. B.; Pickworth, W. B.Risk factors predicting changes in marijuana involvement in teenagers. Arch Gen Psychiatry Mar 2005;62 (3):311-319."
e6b981a2-975b-4be9-b63b-3908bb612317,vandenBree et al. 2005,yes,,"13,718",OR,,,OR,,0.83,0.71,0.97,,,,,,4,,yes?,preventative,Substance Use,Marijuana,Dichotomous,Use (Started/Used),Initiation of Regular Marijuana Use,,,Initiation of Regular Marijuana Use: boys + girls combined,,R/S,Religiousness,"Religiosity (composite of attendance, importance, prayer, and belief)",,,,US Adolescents 11-21 from Add Health,Prospective cohort study (1 year),"Analysis focused on changes from baseline/trajectories of use; controlled for demographics, parents education/employment); no details on how religious/spiritual variable was assessed; varying religious/spiritual language throughout the paper.","van den Bree, M. B.; Pickworth, W. B.Risk factors predicting changes in marijuana involvement in teenagers. Arch Gen Psychiatry Mar 2005;62 (3):311-319."
824d571a-ad36-4ce5-ad9f-51b88ff7733b,Whooley et al. 2002,yes,Serious,"4,439",AOR,,,OR,,1.500,1.3,1.8,,,,<0.001,,3,,yes,preventative,Substance Use,Smoking,Dichotomous,Use (Active),Current smoker (dichotomous),need to invert,TRUE,,,RSA,Religious Service Attendance,Religious attendance (frequency scale),,"Those who attended religious service infrequently (<1/mo or never) were significantly more likely than frequent religious attenders (1/mo or more) to be current smokers [AOR=1.5 (95% CI: 1.3, 1.8), p<0.001]",,US Adults 20-32 from the CARDIA Study in 4 cities,Prospective cohort study (3 years),"Analyzed trajectories over time with no clear proxy baseline control; controlled for multiple other potential confounders (demographics, health status and history, BMI, health behaviors, social support); data from 1987-1990, might not be representative of current societal substance use patterns.","Analyzed trajectories over time with no clear proxy baseline control; controlled for multiple other potential confounders (demographics, health status and history, BMI, health behaviors, social support); data from 1987-1990, might not be representative of current societal substance use patterns."
fe508e99-a2c8-4b4e-98a6-1a6829329e62,Whooley et al. 2002,yes,Serious,"2,902",AOR,,,OR,,1.900,1.3,2.7,,,,<0.001,,3,,yes,preventative,Substance Use,Smoking,Dichotomous,Use (Started/Used),Initiation of smoking (dichotomous),need to invert,TRUE,,,RSA,Religious Service Attendance,Religious attendance (frequency scale),,"Those who attended religious service infrequently (<1/mo or never) were significantly more likely to initiate smoking during the 3 year follow up period [AOR=1.9 (95% CI: 1.3, 2.7), p<0. 001 among non-smokers at baseline]",,US Adults 20-32 from the CARDIA Study in 4 cities,Prospective cohort study (3 years),"Analyzed trajectories over time with no clear proxy baseline control; controlled for multiple other potential confounders (demographics, health status and history, BMI, health behaviors, social support); data from 1987-1990, might not be representative of current societal substance use patterns.","Whooley, M. A.; Boyd, A. L.; Gardin, J. M.; Williams, D. R. Religious involvement and cigarette smoking in young adults: the CARDIA study (Coronary Artery Risk Development in Young Adults)study. Arch Intern Med Jul 22 2002;162(14):1604- 1610."
c2b702f2-7d0a-4207-b50b-ce9029321593,Whooley et al. 2002,yes,Serious,"1,159",AOR,,,OR,,0.800,0.6,1.1,,,,0.2,,pg 1608,,no,recovery,Substance Use,Smoking,Dichotomous,Use (Discontinued),Cessation of smoking (dichotomous),,,,,RSA,Religious Service Attendance,Religious attendance (frequency scale),,"Those who attended religious service infrequently (<1/mo or never) and were suggestively less likely to quit smoking [AOR=0.8 (95% CI: 0.6, 1.1), p=0.2 among smokers at baseline].",,US Adults 20-32 from the CARDIA Study in 4 cities,Prospective cohort study (3 years),"Analyzed trajectories over time with no clear proxy baseline control; controlled for multiple other potential confounders (demographics, health status and history, BMI, health behaviors, social support); data from 1987-1990, might not be representative of current societal substance use patterns.","Whooley, M. A.; Boyd, A. L.; Gardin, J. M.; Williams, D. R. Religious involvement and cigarette smoking in young adults: the CARDIA study (Coronary Artery Risk Development in Young Adults)study. Arch Intern Med Jul 22 2002;162(14):1604- 1610."
3fabe50b-03ce-4c65-b650-1403fcd40e04,Wills and Yaeger 2003,no,Serious,"1,182",,,,,,,,,,,,,,,,,,,,,,"Alcohol, tobacco, marijuana use (frequency scale)",,,,,,,Religiosity (dichotomized 4 item scale),,A latent growth analysis showed that religiosity buffered the impact of stressful life-events on increasing substance use over time.,A latent growth analysis showed that religiosity buffered the impact of stressful life-events on increasing substance use over time.,US 7-10th graders from NYC area public schools,Prospective cohort study (3 years),"Analysis utilized a latent trajectory classes, no clear proxy for baseline outcome; controlled for limited confounders (ethnicity, parental SES); unknown year of data collection, likely in the early 1990s; dichotomized religious/spiritual variable.","Wills, T. A., Yaeger, A. M., & Sandy, J. M. (2003). Buffering effect of religiosity for adolescent substance use. Psychology of Addictive Behaviors, 17(1), 24-31."
919985b2-275d-4718-bcf5-afca9a7b9d9f,Winett et al. 2007,no - outcomes not of interest,Serious,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GTH-Plus (with church supports) participants compared to the waitlist control increased steps at follow-up [approx. 1,000 steps/day vs. approx. 50 steps/day, p=0.010], F&V at follow-up [approx. 1.3 servings; p=0.014], and fiber at follow-up [approx. 3.00, p=0.050]. Participants in GTH-Only increased F&V at follow-up [approx. 1.20 vs. approx. 0.50 servings, p=0.038] and increased fiber at follow-up [approx. 3.00g vs. approx. 2.00 g, p=0.040] but did not find a significant difference in physical activity. GTH-Plus participants had significantly higher log-on rates and completed more modules than GTH-only participants.",,US Adult church attendees from 14 churches in the Southeastern US,Randomized control trial (6 months),"Controlled for baseline outcomes and some other potential confounders (health status, demographics) with randomization at church level; no direct comparison (with significance test) between GTH-only and GTH-plus: also unclear if the added social connection or religious nature drove the potential benefits of the ""Plus""; GTH-Plus participants had significantly higher log- on rates and completed more modules than GTH-only participants; little loss to follow-up.","Winett, R. A.; Anderson, E. S.; Wojcik, J. R.; Winett, S. G.; Bowden. Guide to health: nutrition and physical activity outcomes of a group-randomized trial of an Internet-based intervention in churches. Ann Behav Med Jun 2007; 33(3):251-261."
d34fcb9e-c8aa-4f5d-be0a-9a399d62390d,Yang 2017,no?,Serious,"2,372",coefficient,,,,,-0.83,-0.96,-0.7,,,,<0.001,,2,,,,Substance Use,Marijuana,,Use (Abstain),"Marijuana use (continuous, frequency in last month)",,,high-decrease wave 4,,R/S ?,Religiousness,Religious bond (frequency scale),,"Among early midlife adults, those with constant and high-level attachment to religious institutions smoke less marijuana and are more likely to quit smoking at early midlife. Specifically, compared with people who maintained regular attendance in both adolescence and early adulthood, people who attended church frequently during adolescence but stopped doing so as an adult (the “high-decrease” group) were much less likely to report zero marijuana smoking at wave 4 [coefficient=0.86 (95%CI=-0.96,-0.70), p<0.001]. ",,US Adolescents 14-16 from Add Health,Prospective cohort study (14 years),"Limited proxy control for baseline outcomes by asking question about past use at follow up; some controls for key variates (social connection, demographics, neighborhood factors); non-standard religious bond measure that was challenging to understand.","Yang, X. Y. Marijuana Use at Early Midlife and the Trajectories of Social BondsJournal of Developmental and Life-Course Criminology Sep 2017;3 (3):284-303."
a159d6ba-ff0d-472f-8cf1-da83eb600fab,Yang 2017,no?,Serious,"2,372",coefficient,,,,,-0.46,-0.64,-0.28,,,,<0.001,,2,,,,Substance Use,Marijuana,,Use (Abstain),"Marijuana use (continuous, frequency in last month)",,,low-increase wave 4,,R/S ?,Religiousness,Religious bond (frequency scale),,"People in the “low-increase” religious bonding trajectory were also less likely to be non-smokers at wave 4 [coefficient=-0.46(95%CI=-0.64,-0.28), p<0.001].",,US Adolescents 14-16 from Add Health,Prospective cohort study (14 years),"Limited proxy control for baseline outcomes by asking question about past use at follow up; some controls for key variates (social connection, demographics, neighborhood factors); non-standard religious bond measure that was challenging to understand.","Yang, X. Y. Marijuana Use at Early Midlife and the Trajectories of Social BondsJournal of Developmental and Life-Course Criminology Sep 2017;3 (3):284-303."
b976ab7c-269e-419d-b34f-bdeac65c878e,Yong et al. 2013,no ? - exposure is normative morals?,Serious,893,AOR,AOR(MuslimMalaysians),,,,1.50,1.11,2.03,,,,<0.01,yes,2,AOR,,,Substance Use,Smoking,,Use (quit attempts),Smoking quit attempts (dichotomous),,,,,R/S ?,Religiousness,Perceived religious norms on smoking (dichotomous),,"Individuals who perceives that one's religion discourages smoking was positively associated with subsequent quit attempt in AOR(MuslimMalaysians)=1.50 (95% CI: 1.11, 2.03), p<0.01]. ",,"Malaysia, Thailand Adult Smokers who identified with majority religion from the Tobacco Control Southeast Asia Project",Prospective cohort study (3 years),"Controlled for baseline outcomes (quit attempts/cessation) via proxies (nicotine dependence levels, types of products smoked); only included smokers in analysis; some additional controls (income education, gender); high attrition and non-standard measure of religion/spirituality.","Yong, H. H.; Savvas, S.; Borland, R.; Thrasher, J.; Sirirassamee, B.; Omar, M. Secular versus religious norms against smoking: which is more important as a driver of quitting behaviour among Muslim Malaysian and Buddhist Thai smokers?Int J Behav Med Jun 2013;20(2):252-258."
d48d9d2e-95aa-4c11-abeb-8b0311486e80,Yong et al. 2013,no ? - exposure is normative morals?,Serious,"1,855",AOR,AOR(BuddhistThais),,,,1.28,1.01,1.63,,,,<0.01,yes,2,AOR,,,Substance Use,Smoking,,Use (quit attempts),Smoking quit attempts (dichotomous),,,,,R/S ?,Religiousness,Perceived religious norms on smoking (dichotomous),,"Individuals who perceives that one's religion discourages smoking was positively associated with subsequent quit attempt in [AOR(BuddhistThais)=1.28 (95% CI: 1.01, 1.63), p<0.05; ",,"Malaysia, Thailand Adult Smokers who identified with majority religion from the Tobacco Control Southeast Asia Project",Prospective cohort study (3 years),"Controlled for baseline outcomes (quit attempts/cessation) via proxies (nicotine dependence levels, types of products smoked); only included smokers in analysis; some additional controls (income education, gender); high attrition and non-standard measure of religion/spirituality.","Yong, H. H.; Savvas, S.; Borland, R.; Thrasher, J.; Sirirassamee, B.; Omar, M. Secular versus religious norms against smoking: which is more important as a driver of quitting behaviour among Muslim Malaysian and Buddhist Thai smokers?Int J Behav Med Jun 2013;20(2):252-258."
c95e4056-3e1b-4156-baba-2106115b677f,Yong et al. 2013,no ?,Serious,,na,NA,,,,,,,,,,>0.05,,na,,,,Substance Use,Smoking,,Use (quit attempts),Smoking quit attempts (dichotomous),,,not reported beyond stating no effect in text on page 256,,R/S,Religiousness,Religiosity (use of beliefs frequency scale),,No significant results reported for 'religiosity' which was included in models as a control variable.,,"Malaysia, Thailand Adult Smokers who identified with majority religion from the Tobacco Control Southeast Asia Project",Prospective cohort study (3 years),"Controlled for baseline outcomes (quit attempts/cessation) via proxies (nicotine dependence levels, types of products smoked); only included smokers in analysis; some additional controls (income education, gender); high attrition and non-standard measure of religion/spirituality.","Yong, H. H.; Savvas, S.; Borland, R.; Thrasher, J.; Sirirassamee, B.; Omar, M. Secular versus religious norms against smoking: which is more important as a driver of quitting behaviour among Muslim Malaysian and Buddhist Thai smokers?Int J Behav Med Jun 2013;20(2):252-258."
d382531c-9f5f-4320-92bb-4f859a8cc962,Yong et al. 2013,no ?,Serious,,na,NA,,,,,,,,,,>0.05,,na,,,,Substance Use,Smoking,,Use (quit attempts),Smoking quit attempts (dichotomous),,,not reported beyond stating no effect in text on page 256,,R/S,Religiousness,Religiosity (use of beliefs frequency scale),,No significant results reported for 'religiosity' which was included in models as a control variable.,,"Malaysia, Thailand Adult Smokers who identified with majority religion from the Tobacco Control Southeast Asia Project",Prospective cohort study (3 years),"Controlled for baseline outcomes (quit attempts/cessation) via proxies (nicotine dependence levels, types of products smoked); only included smokers in analysis; some additional controls (income education, gender); high attrition and non-standard measure of religion/spirituality.","Yong, H. H.; Savvas, S.; Borland, R.; Thrasher, J.; Sirirassamee, B.; Omar, M. Secular versus religious norms against smoking: which is more important as a driver of quitting behaviour among Muslim Malaysian and Buddhist Thai smokers?Int J Behav Med Jun 2013;20(2):252-258."
36be0ced-df44-4f6a-8ae7-6793b991d89b,Zhang et al. 2018,yes,Serious,"1,181",OR,,,OR,,0.730,0.65,0.82,,,,<.0001,,2,,yes?,preventative,Substance Use,Alcohol,Dichotomous,Use (Started/Used),Binge drinking (frequency of 5+ drinks in last month),,,,,RSA,Religious Service Attendance,"Religious participation (composite frequency: service attendance, reading religious works, watching religious programs, prayer)",,"The odds of binge drinking were lower for individuals with higher religious participation [OR=0.73 (95% CI: 0.65, 0.82)].",,South Africa Men from the Eastern Cape Province,Prospective cohort study (6 months),"No control for baseline outcomes with some control for key variables (child sex abuse, drinking issues, demographics, family structure); worked to improve recall accuracy.","Zhang, J.; Jemmott, J. B., 3rd; Icard, L. D.; Heeren, G. A.; Ngwane, Z.; Makiwane, M.; O'Leary, A. Predictors and psychological pathways for binge drinking among South African men. Psychol Health Jun 2018;33(6):810-826."
